NewRollNo,Class,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Question36,Question37,Question38,Question39,Question40,Question41,Question42,Question43,Question44,Question45,Question46,Question47,Question48,Question49,Question50,Question51,Question52,Question53,Question54,Question55,Question56,Question57,Question58,Question59,Question60,Question61,Question62,Question63,Question64,Question65,Question66,Question67,Question68,Question69,Question70,Question71,Question72,Question73,Question74,Question75,Question76,Question77,Question78,Question79,Question80,Question81,Question82,Question83,Question84,Question85,Question86,Question87,Question88,Question89,Question90
2273,6,C,A,B,C,D,B,A,C,D,A,D,A,B,B,A,C,A,D,B,D,C,A,C,D,B,A,A,A,A,D,B,D,C,A,B,C,D,D,D,A,C,D,B,C,A,C,B,A,C,D,B,D,D,A,D,B,A,A,C,E,C,A,B,D,B,A,A,B,A,B,D,B,B,C,D,E,C,A,A,A,,,,,,,,,,
2274,6,C,D,A,B,B,E,D,E,C,"A,D",D,C,A,C,B,B,A,D,C,B,D,E,B,D,B,D,A,A,B,D,C,C,E,D,C,A,A,E,A,D,B,D,B,C,B,B,E,A,A,C,C,B,C,D,B,A,B,E,B,A,C,B,B,C,D,D,B,B,D,E,C,D,E,A,A,D,B,D,A,B,,,,,,,,,,
2275,6,C,B,A,C,B,A,D,C,C,A,A,B,E,D,A,B,A,B,D,B,C,A,C,D,B,D,D,D,C,D,C,B,B,D,B,A,D,B,A,A,B,A,D,D,B,D,C,D,D,A,B,D,A,B,B,C,"B,C",B,C,B,C,E,C,A,C,D,D,A,E,B,E,A,A,B,A,A,E,C,"D,E",E,,,,,,,,,,
2278,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,6,C,D,C,C,A,E,"A,E","C,E",C,A,B,C,B,E,"A,B",B,D,C,A,D,B,E,A,D,C,B,A,C,D,B,A,C,B,D,C,A,E,E,A,B,D,B,C,C,A,D,C,A,B,D,A,E,C,B,A,D,E,C,B,"A,D",A,C,B,D,A,E,C,B,"A,D",D,C,E,B,D,A,E,C,A,D,B,,,,,,,,,,
2282,6,C,D,A,C,B,B,A,A,E,A,D,A,D,E,"A,E",C,E,"B,D",D,"D,E","D,E",,E,A,E,A,B,B,D,E,A,B,D,C,D,D,E,E,A,E,C,D,E,E,C,B,C,D,B,E,A,B,A,E,C,D,E,D,B,E,A,E,D,D,A,C,D,B,C,D,C,B,C,D,C,B,C,B,A,E,,,,,,,,,,
2283,6,C,D,A,C,B,B,A,C,E,A,D,A,B,E,B,A,A,C,D,D,C,E,E,A,D,B,A,B,D,A,E,A,E,B,C,B,A,C,B,A,E,A,C,B,D,B,D,C,A,E,A,B,A,B,D,E,E,B,E,C,C,D,B,D,A,E,B,C,B,D,E,A,C,B,C,A,D,A,A,C,,,,,,,,,,
2284,6,C,D,D,C,B,D,B,A,D,B,D,C,D,A,D,B,E,C,D,B,C,C,A,A,D,A,C,D,D,C,B,C,B,D,B,C,B,C,D,C,B,D,B,D,B,D,B,D,C,D,C,B,D,B,D,B,D,D,B,D,A,C,C,B,A,C,D,D,C,D,C,B,D,B,C,D,B,D,C,C,,,,,,,,,,
2285,6,B,D,B,A,C,D,A,C,C,B,A,C,B,C,B,D,A,B,C,A,B,A,A,D,B,D,D,A,B,D,B,"A,D",B,A,D,C,B,D,B,C,B,C,D,C,A,B,D,B,B,D,A,C,A,D,E,B,C,B,D,B,A,C,B,D,A,C,A,C,D,A,D,B,C,A,A,B,C,D,B,E,,,,,,,,,,
2286,6,C,D,C,B,B,C,C,C,C,C,D,D,A,D,B,D,E,D,C,B,C,B,C,D,B,D,B,A,B,C,A,C,B,A,B,D,E,A,B,C,B,B,C,D,B,E,A,C,C,A,A,B,C,D,E,D,C,E,B,A,A,C,D,E,C,A,C,E,D,C,C,D,E,B,D,E,C,D,E,A,,,,,,,,,,
2288,6,C,C,C,B,C,B,B,D,C,A,D,C,B,B,C,C,B,D,B,C,C,D,C,E,D,A,D,B,C,B,E,C,A,B,D,B,B,D,D,A,C,D,B,A,D,C,B,D,A,A,D,B,A,B,C,D,A,C,B,D,C,B,C,D,D,A,E,C,C,A,D,D,B,D,B,A,D,C,D,B,,,,,,,,,,
2289,6,C,D,D,B,C,B,A,C,C,C,D,C,B,C,B,A,B,A,D,D,B,D,C,A,D,A,A,D,A,B,A,C,A,C,B,B,C,B,C,C,B,B,C,D,C,B,A,B,A,B,C,C,A,B,C,C,B,B,C,B,D,C,B,A,B,A,C,B,B,C,B,A,A,B,A,B,C,B,A,B,,,,,,,,,,
2290,6,C,D,C,B,D,D,A,,D,A,D,A,A,A,A,A,A,B,D,E,"A,C",B,C,D,B,A,E,D,A,C,,B,C,D,E,A,B,B,D,B,B,B,C,D,C,B,A,E,C,D,A,A,B,C,D,B,A,C,A,D,D,A,D,C,A,C,A,E,A,C,A,B,C,A,C,A,C,B,D,E,,,,,,,,,,
2291,6,B,D,A,C,B,C,E,E,A,D,B,A,D,A,B,D,D,E,D,E,C,A,E,B,E,C,E,B,C,A,C,B,E,A,C,D,C,B,E,D,C,A,B,A,A,B,A,A,C,D,C,E,B,D,E,A,B,B,D,D,A,E,B,B,A,C,B,E,D,D,C,E,B,A,C,E,A,D,B,B,,,,,,,,,,
2293,6,C,D,A,B,D,C,A,E,C,C,D,C,B,E,C,A,"A,C",C,B,A,C,B,C,D,B,D,E,A,C,B,D,A,E,B,E,D,A,B,C,A,A,D,E,B,C,A,D,B,E,C,A,B,E,D,B,C,A,D,C,B,E,D,B,A,A,C,B,B,C,E,A,C,D,B,E,A,C,B,D,A,,,,,,,,,,
2295,6,C,D,D,B,B,C,A,C,A,B,D,C,A,C,A,C,B,B,D,B,D,E,B,C,D,D,B,C,D,B,C,A,D,B,D,B,D,E,B,D,B,D,A,C,B,E,A,C,E,B,D,B,C,D,C,,B,D,B,D,C,B,D,B,D,C,D,C,C,B,C,D,B,D,B,D,B,D,A,E,,,,,,,,,,
2297,6,C,B,D,B,B,D,A,E,C,C,D,A,B,A,E,C,D,B,C,D,D,A,B,D,C,B,A,C,B,D,B,A,C,E,B,D,B,D,E,A,B,D,A,C,B,D,B,D,B,D,B,D,C,A,A,B,D,B,C,A,C,D,B,E,A,E,B,D,C,A,D,B,D,A,B,D,C,B,A,D,,,,,,,,,,
2299,6,C,D,A,E,A,D,B,C,C,A,A,E,E,E,E,C,C,D,D,E,D,E,E,B,D,A,B,B,E,D,E,D,C,A,C,C,B,C,E,D,B,B,A,A,D,B,,C,,D,A,B,C,A,E,A,C,C,B,D,A,B,C,"B,D",D,B,E,D,B,C,D,A,B,C,B,E,A,B,E,D,,,,,,,,,,
2300,6,C,C,A,E,B,C,A,E,C,A,D,D,E,E,B,B,A,E,D,E,D,C,E,E,E,D,B,B,B,E,A,B,E,B,E,E,A,D,A,E,E,D,D,E,E,A,B,A,E,D,"A,E",E,E,B,E,A,C,E,D,D,E,A,C,C,A,D,C,E,C,D,E,B,D,C,D,C,B,E,A,C,,,,,,,,,,
2302,6,C,B,,B,D,E,C,C,C,,D,D,B,E,A,A,A,,C,D,C,B,B,A,D,,B,E,D,D,C,C,E,,E,D,E,E,C,A,D,E,E,C,,,A,B,E,D,A,B,,D,D,,,D,,E,C,E,B,C,A,B,D,B,C,C,,,A,B,D,D,C,D,B,E,,,,,,,,,,
2304,6,C,D,B,B,E,C,B,C,C,B,D,C,A,D,C,B,A,E,C,A,B,D,A,C,B,C,B,A,B,C,A,D,C,C,B,C,B,C,E,B,A,C,E,B,C,A,C,C,D,A,A,B,C,E,A,D,B,B,D,A,C,B,B,A,A,C,B,"B,D",C,C,A,A,B,D,E,A,C,A,E,D,,,,,,,,,,
2305,6,C,D,B,B,B,D,A,D,A,D,D,D,B,C,B,B,A,E,E,D,C,B,"C,D",D,A,C,C,B,"A,D",D,"A,B",A,C,"A,D",A,B,D,A,B,C,A,C,C,B,B,D,A,D,A,D,D,D,B,C,D,A,A,B,A,C,C,B,C,D,A,C,B,D,A,C,B,D,"A,E",A,B,"A,D",A,D,C,A,,,,,,,,,,
2306,6,C,D,B,"B,E",B,D,E,D,E,A,D,D,E,C,"B,C",D,A,E,E,B,C,B,C,E,E,C,E,D,C,B,E,D,E,D,C,B,C,E,B,E,A,D,E,C,B,E,C,C,D,B,"A,B",B,D,D,D,B,A,E,C,A,B,C,"B,D",C,E,A,C,E,C,B,D,A,E,C,B,B,C,E,A,B,,,,,,,,,,
2308,6,B,B,D,E,E,A,C,B,A,D,C,D,B,C,"A,B",B,B,D,B,C,B,A,B,D,B,C,B,B,A,D,B,E,C,E,B,A,C,D,D,A,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,D,A,B,A,A,A,C,D,B,A,E,B,C,B,D,A,B,D,C,A,C,,,,,,,,,,
2309,6,C,D,"A,B","B,C",D,B,A,A,C,B,D,C,A,B,A,A,C,D,E,"D,E",A,B,C,D,"C,E",C,D,C,B,A,B,C,C,D,C,"B,D",B,D,B,A,C,C,D,B,D,B,D,B,E,B,B,C,D,C,A,C,A,C,D,A,D,C,C,D,C,D,D,B,C,E,B,C,D,B,A,"A,D","A,E",C,"A,C",D,,,,,,,,,,
2310,6,"C,D",D,B,B,B,"B,D",A,,C,B,D,C,A,C,B,A,B,B,,D,C,B,E,E,,C,A,"A,E",A,A,B,C,,,B,A,"A,E",C,B,E,B,D,,D,B,"B,D",D,D,C,E,A,E,,A,B,E,C,A,D,A,E,A,D,C,A,D,D,B,C,D,C,D,D,A,D,A,D,A,A,C,,,,,,,,,,
2311,6,C,D,B,B,B,D,E,C,C,B,D,"A,C",B,E,C,A,A,D,B,B,C,B,E,B,A,C,E,C,A,C,C,C,E,D,E,B,B,C,A,E,C,E,,D,B,E,B,C,E,B,C,D,C,E,C,A,A,D,C,A,C,B,C,A,A,C,B,B,E,D,D,,C,B,"B,C",B,D,D,E,C,,,,,,,,,,
2312,6,C,D,B,B,B,D,E,C,C,B,D,C,B,E,C,"A,C",A,E,B,B,C,B,E,B,A,C,E,C,A,C,C,C,"C,E",D,E,B,B,"B,C",A,E,C,E,,D,B,E,B,C,E,B,C,D,C,E,C,"A,C",A,D,C,A,C,B,C,A,A,C,"B,C",B,"B,E",D,"D,E",,C,B,B,B,D,D,E,C,,,,,,,,,,
2313,6,C,D,B,B,B,"B,D",E,C,B,"B,D",D,A,E,D,B,A,A,E,B,B,C,A,E,B,A,C,A,"B,D","B,E",D,A,B,C,B,C,B,"A,E",C,D,A,A,B,C,"B,D",C,D,B,C,D,A,E,C,D,,E,A,C,E,C,A,C,B,"D,E",A,C,E,C,B,D,C,A,D,B,E,C,A,C,A,"C,D",B,,,,,,,,,,
2314,6,C,D,B,D,B,D,B,E,A,A,D,C,A,E,B,B,A,D,D,E,"A,E","B,E",C,D,B,C,B,D,B,B,D,B,A,D,B,B,A,E,D,A,A,B,C,B,C,D,B,C,D,A,B,E,C,D,B,A,"C,D",E,C,A,C,B,"A,E",A,E,E,E,B,C,D,A,E,E,D,C,A,C,A,D,B,,,,,,,,,,
2315,6,C,D,E,E,E,E,A,A,E,D,D,B,B,E,C,B,B,E,E,E,C,B,E,E,E,E,D,D,E,A,A,B,C,A,B,E,B,E,B,D,C,E,E,D,B,A,E,D,C,E,C,B,B,E,A,B,A,B,C,A,C,B,C,D,A,C,B,B,D,E,C,A,C,C,B,A,C,B,A,C,,,,,,,,,,
2316,6,C,D,D,B,B,D,A,E,C,A,D,C,A,E,B,B,B,D,C,D,C,B,D,B,B,E,B,D,E,A,B,C,B,B,D,D,B,C,B,E,B,D,D,"C,E",C,B,A,C,B,D,C,E,D,A,A,A,B,E,E,"A,E",A,B,C,A,A,C,B,A,D,C,C,A,C,B,B,A,C,B,A,E,,,,,,,,,,
2317,6,B,D,B,"B,C",C,C,E,D,C,A,E,A,A,"C,E",D,C,A,E,C,C,A,B,D,B,B,E,B,E,E,C,A,D,E,B,C,C,A,D,A,C,A,A,C,B,D,B,E,E,C,A,B,C,C,D,D,"A,E","B,D",B,E,C,A,D,C,E,B,D,D,B,E,A,C,D,C,D,A,B,C,E,D,D,,,,,,,,,,
2318,6,E,D,E,B,E,,B,E,E,D,D,C,E,E,A,E,A,D,E,E,E,E,E,B,E,E,B,D,C,B,E,C,E,E,C,E,E,E,A,E,B,C,E,B,D,A,B,E,C,C,E,E,A,D,A,E,B,C,B,D,E,A,E,C,A,D,E,D,D,"C,E",C,C,C,B,C,B,A,B,A,B,,,,,,,,,,
2321,6,C,D,D,B,E,D,B,C,C,B,D,E,A,A,E,B,B,E,C,E,C,E,A,D,B,E,E,C,B,A,E,B,B,E,E,D,B,E,E,D,B,E,E,D,D,D,B,E,B,E,"B,D",A,B,C,"D,E",A,A,A,B,A,B,E,B,D,E,E,B,E,C,D,B,D,A,E,B,B,A,E,A,B,,,,,,,,,,
2322,6,"C,E",B,A,C,D,C,A,E,C,B,B,D,E,B,A,B,D,D,A,C,A,D,C,D,B,A,D,D,C,B,A,B,D,E,B,C,,C,A,E,B,A,C,E,A,E,C,D,A,C,A,E,C,A,A,E,D,"A,E",A,D,E,,C,A,A,B,D,C,B,C,A,C,E,D,A,D,B,D,B,A,,,,,,,,,,
2323,6,D,B,C,B,A,E,B,D,D,A,"C,D,E",A,B,A,B,B,E,D,D,A,D,D,A,C,C,E,B,D,B,D,C,B,A,D,C,B,A,D,B,B,B,B,A,C,B,D,C,A,C,D,E,A,A,C,D,A,A,D,B,B,B,A,C,A,A,C,A,C,A,B,A,A,C,E,C,A,B,A,B,C,,,,,,,,,,
2324,6,C,D,E,B,E,D,A,E,C,A,D,C,D,E,B,E,E,E,E,E,E,B,E,E,E,E,B,D,E,"B,E","C,E",C,E,E,C,E,B,E,E,A,B,C,E,E,A,E,C,D,E,B,B,B,D,A,B,E,C,A,D,A,E,B,C,C,E,D,D,B,C,A,A,C,C,E,C,A,B,E,A,B,,,,,,,,,,
2325,6,C,A,E,A,E,C,B,D,D,B,D,C,B,D,C,A,B,D,B,D,E,C,D,B,E,C,C,A,D,C,B,E,A,E,C,B,C,A,D,B,C,B,D,B,A,C,D,"A,B",E,A,D,C,"B,D",D,A,C,B,E,D,A,C,B,D,C,B,D,D,B,A,D,C,B,A,D,B,D,A,C,B,D,,,,,,,,,,
2326,6,C,C,C,B,D,E,A,D,C,A,D,D,E,B,E,E,B,D,A,D,A,B,E,B,E,"C,E","A,C,E",E,E,A,B,D,C,D,B,D,C,E,A,D,D,E,B,C,C,E,A,B,C,D,C,"A,E",,C,D,C,D,B,B,A,B,C,D,B,A,B,D,C,E,C,C,D,B,D,,B,"C,E",E,C,A,,,,,,,,,,
2327,6,C,D,A,B,B,,D,E,C,A,D,A,C,E,C,B,A,E,C,E,A,E,A,D,A,A,D,D,B,C,D,B,D,D,C,C,D,C,D,B,B,C,A,B,B,B,D,E,"A,C",C,D,A,D,D,C,D,A,D,B,E,A,C,C,B,D,A,B,E,B,C,D,A,B,E,C,C,D,D,E,A,,,,,,,,,,
2328,6,C,D,A,B,C,D,C,E,C,A,D,C,C,,C,A,C,C,C,A,C,B,E,D,C,C,B,A,B,C,D,E,D,C,C,C,B,E,D,C,E,C,A,B,D,C,A,C,E,B,"A,C",E,D,B,C,A,E,B,C,D,C,A,C,A,E,B,C,C,D,"A,C",B,C,A,D,B,C,A,C,B,E,,,,,,,,,,
2329,6,C,D,A,A,E,B,B,E,C,D,D,D,D,B,E,C,B,E,C,A,C,D,B,E,C,D,B,E,B,C,C,C,A,E,B,C,D,A,B,D,B,A,B,E,C,D,B,E,B,E,D,B,C,C,D,A,B,E,B,D,A,D,B,C,B,D,B,C,A,C,C,A,D,C,E,C,B,A,D,B,,,,,,,,,,
2330,6,A,D,C,B,D,E,E,D,C,A,D,D,C,B,B,E,B,D,A,D,A,E,B,A,E,E,E,C,C,B,B,D,B,C,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,B,A,B,C,D,E,D,C,B,A,E,D,C,B,A,A,B,C,D,E,D,,,,,,,,,,
2332,6,C,D,A,B,"A,E",,B,A,C,A,D,E,E,"B,E",A,B,A,E,C,E,A,"B,E",A,D,A,A,D,D,B,C,D,B,D,D,C,C,E,E,D,B,"A,B","B,C",A,B,B,B,D,E,C,B,D,B,D,"A,E",C,D,A,D,A,E,C,A,C,A,E,B,C,D,B,C,B,C,A,E,C,A,A,C,D,"A,E",,,,,,,,,,
2333,6,"A,C",D,A,B,D,B,C,E,C,A,D,C,A,E,"B,C",B,C,B,A,A,C,B,E,C,A,E,D,B,C,B,B,D,E,A,D,B,A,C,C,B,A,C,D,A,B,A,B,C,C,A,A,A,B,A,C,B,B,E,C,D,B,D,C,A,B,A,A,A,C,A,D,C,"A,C",A,B,E,B,C,B,B,,,,,,,,,,
2335,6,B,D,D,C,D,A,A,E,C,A,D,C,D,A,B,D,E,C,A,D,B,D,B,E,C,A,E,D,B,D,A,C,E,D,C,A,D,B,C,E,D,B,D,A,C,E,B,C,B,A,A,B,D,E,C,D,B,B,D,E,D,C,C,C,B,"A,C",C,D,C,D,B,E,B,E,A,C,A,B,E,A,,,,,,,,,,
2336,6,A,D,C,B,D,E,E,D,C,A,D,D,C,B,B,E,B,D,A,D,A,E,"B,C",A,"B,E",E,E,C,C,B,B,D,C,E,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,E,D,C,B,A,B,A,B,C,D,E,D,C,B,A,E,D,C,C,A,B,D,E,D,D,E,,,,,,,,,,
2339,6,C,D,A,B,E,D,D,C,C,A,D,A,C,E,A,C,C,A,A,D,C,A,E,D,B,D,A,C,B,C,D,A,C,D,E,D,C,C,B,A,D,D,A,C,A,C,A,D,D,C,A,A,E,A,B,A,B,D,A,D,B,A,C,A,E,C,D,C,B,E,D,C,A,C,E,E,A,C,B,D,,,,,,,,,,
2340,6,C,D,A,B,D,E,D,E,B,A,D,A,B,A,A,B,A,D,D,D,C,A,E,E,E,E,A,E,B,E,B,B,E,D,E,E,D,E,B,E,D,E,D,E,E,E,E,A,E,D,C,E,B,A,D,E,E,D,A,B,E,D,B,C,D,D,E,C,A,D,A,B,B,B,A,D,D,E,A,C,,,,,,,,,,
2341,6,E,B,D,D,C,C,A,C,E,A,A,E,E,C,A,A,D,A,D,E,B,C,A,D,B,B,B,A,D,A,E,A,E,D,E,E,E,,D,E,B,C,"D,E",C,E,E,A,D,A,E,A,C,E,A,A,E,C,D,B,D,D,A,C,D,E,A,D,,C,C,D,A,B,E,E,A,E,A,C,A,,,,,,,,,,
2342,6,C,D,D,E,A,C,A,C,D,A,"B,D",A,C,C,A,C,E,"B,D",B,A,B,A,B,B,D,B,B,D,D,B,C,B,B,D,B,A,A,B,C,B,A,D,A,A,C,C,D,E,C,C,C,C,D,E,D,C,B,A,C,D,D,E,A,A,D,B,C,C,E,A,A,B,A,C,B,C,C,B,D,C,,,,,,,,,,
2343,6,C,B,D,B,B,D,B,E,"A,B",B,D,C,A,C,A,E,C,D,B,C,B,E,B,B,B,C,B,B,C,D,E,C,E,E,C,B,B,B,B,A,C,D,A,"C,D",B,B,D,D,B,D,A,D,D,A,A,D,E,A,C,D,C,D,C,D,D,"B,C",D,C,D,C,C,"A,D",E,D,C,A,C,B,A,C,,,,,,,,,,
2344,6,C,D,E,C,B,C,A,E,C,B,D,D,E,D,D,B,C,C,E,C,C,E,C,D,B,E,C,"B,D",D,A,E,C,E,C,C,E,E,E,C,E,D,C,A,A,B,E,C,"A,E",E,C,B,E,C,A,B,B,E,D,A,B,C,C,B,C,E,C,A,B,E,C,C,D,B,E,A,A,D,E,A,C,,,,,,,,,,
2345,6,C,D,A,B,A,C,C,D,C,A,D,C,A,E,C,D,A,D,A,D,A,A,C,D,B,B,A,B,C,A,C,C,B,C,B,B,A,A,C,B,A,A,D,A,B,C,C,C,B,C,E,B,C,D,B,B,C,E,E,B,B,E,C,C,B,B,D,C,D,D,D,C,B,B,B,A,A,D,A,A,,,,,,,,,,
2346,6,C,B,A,A,A,A,B,E,A,A,D,B,D,"A,D",C,A,A,D,C,E,D,C,C,C,C,C,E,B,D,D,A,D,E,C,B,B,B,D,C,B,"B,C",B,C,C,C,B,C,A,B,C,B,B,C,E,A,A,D,D,C,A,"A,B","B,E","B,E","B,C",E,C,D,D,D,C,B,A,A,B,D,B,A,A,C,E,,,,,,,,,,
2347,6,C,E,B,E,B,D,A,C,C,A,D,D,B,A,B,B,A,D,B,D,"B,D",B,A,E,A,E,B,E,D,D,C,A,A,A,E,D,A,E,D,D,C,D,B,D,E,D,A,E,C,D,C,B,D,A,D,B,B,E,A,D,A,D,B,B,D,C,B,A,C,D,E,D,C,B,A,D,C,D,C,B,,,,,,,,,,
2348,6,C,D,B,B,D,D,A,C,C,A,A,C,E,E,D,B,B,C,B,B,C,B,B,E,E,C,A,E,B,D,C,B,B,A,B,D,C,E,D,A,B,E,C,C,C,E,D,D,C,C,E,A,D,A,C,B,B,A,A,A,D,D,A,C,E,B,C,B,C,C,D,E,A,A,B,B,B,B,D,E,,,,,,,,,,
2349,6,C,D,B,D,B,B,C,A,C,A,D,D,A,E,B,C,A,C,C,D,A,B,B,D,D,C,B,D,C,A,C,A,E,A,E,A,B,D,A,C,B,B,C,D,B,E,A,E,D,C,B,C,E,C,E,B,C,A,C,B,A,B,C,C,E,C,D,E,A,C,A,B,C,A,A,B,C,D,C,D,,,,,,,,,,
2350,6,C,D,C,B,B,E,A,C,C,A,D,C,E,E,A,B,C,D,E,"B,E",A,B,C,B,E,D,C,D,B,C,D,D,D,C,B,C,C,C,D,E,C,C,D,C,"C,D",C,D,D,C,D,B,C,D,C,C,C,D,A,C,E,B,C,B,C,D,C,D,C,C,B,D,B,C,D,E,D,C,B,A,"A,C",,,,,,,,,,
2351,6,C,D,A,B,B,B,B,D,B,D,D,A,E,C,A,B,D,D,D,B,C,E,B,A,C,A,C,B,D,B,B,C,C,C,C,A,C,E,B,B,B,C,D,C,A,A,D,A,C,D,A,B,D,A,C,A,A,D,A,A,C,B,E,C,D,C,C,B,C,C,D,A,B,C,A,C,B,C,A,B,,,,,,,,,,
2353,6,C,D,E,A,E,,A,D,C,A,D,C,B,C,A,B,A,,,A,E,D,A,E,A,C,C,B,C,A,B,B,D,D,C,D,B,B,B,D,D,E,A,C,A,A,E,D,A,B,A,A,B,A,C,A,C,D,D,C,C,D,C,C,E,E,B,D,C,C,B,A,A,B,A,A,C,D,A,C,,,,,,,,,,
2354,6,C,A,A,D,B,C,B,D,C,A,D,C,B,E,B,B,A,C,D,B,D,E,A,C,B,C,B,D,"A,B",A,E,B,E,"A,B",B,D,C,A,B,B,D,D,D,C,C,C,B,E,D,D,E,D,C,B,A,C,E,B,C,D,A,B,C,D,"B,E",A,D,C,B,C,A,E,A,B,"A,D",C,A,D,C,B,,,,,,,,,,
2355,6,C,A,A,D,B,B,A,A,C,C,D,C,C,A,C,B,A,D,A,B,D,E,C,D,B,C,B,D,C,A,E,B,E,A,B,D,C,A,C,B,D,B,B,E,C,C,B,B,D,D,E,D,D,B,D,C,B,E,B,C,C,E,B,E,A,D,D,B,C,D,B,A,D,B,C,B,A,E,C,E,,,,,,,,,,
2356,6,A,D,E,D,D,,B,D,C,A,B,B,A,D,A,B,E,E,B,C,B,"B,E",B,D,C,C,"A,B",B,"B,D",D,E,B,A,D,C,A,B,D,B,D,D,D,E,C,A,B,B,"A,D",D,C,A,A,C,D,B,E,C,"A,B",B,C,E,C,D,D,A,D,D,A,B,B,D,C,E,A,C,A,B,C,B,E,,,,,,,,,,
2357,6,A,B,D,B,B,A,A,C,E,C,E,D,E,E,A,D,C,E,D,E,C,C,C,D,B,E,B,A,B,A,D,B,B,A,C,D,D,E,A,A,E,D,A,B,D,C,A,D,B,D,A,C,B,D,D,D,D,C,E,D,B,D,B,E,A,B,C,E,B,D,E,A,A,B,B,A,C,B,C,E,,,,,,,,,,
2358,6,C,D,B,B,B,B,A,C,C,B,D,D,D,C,B,B,C,A,C,D,C,A,D,B,A,C,B,A,C,C,C,B,B,D,B,D,B,D,B,A,B,D,B,B,B,C,A,C,D,B,"B,C",E,B,A,C,A,A,C,D,D,D,B,B,B,B,A,B,D,C,D,B,D,C,C,B,D,B,D,A,E,,,,,,,,,,
2359,6,C,D,C,B,B,E,A,E,C,A,D,C,E,E,B,B,A,D,C,"D,E",C,B,E,C,A,D,E,E,B,C,A,D,E,B,D,A,C,A,E,B,D,C,A,D,B,E,C,A,D,B,"B,E",B,C,A,B,D,A,A,B,E,B,D,B,"A,C",A,C,D,C,D,E,B,A,C,D,E,E,B,D,A,E,,,,,,,,,,
2360,6,C,D,B,C,B,A,B,D,C,A,D,B,B,C,D,B,A,D,B,D,C,B,E,D,B,A,A,A,C,D,E,A,C,A,B,B,C,D,B,B,C,D,D,C,E,A,A,E,C,B,C,B,C,D,A,E,C,D,A,E,A,D,B,E,C,B,A,B,C,C,D,B,C,A,E,C,D,B,A,D,,,,,,,,,,
2363,6,C,A,A,D,C,B,A,A,C,C,D,A,C,A,C,B,A,C,B,B,D,E,A,C,B,C,B,D,A,A,C,B,,B,D,D,A,B,B,D,C,A,A,D,C,B,A,A,C,C,D,B,C,A,C,B,A,C,B,B,D,D,C,A,A,C,A,B,A,B,A,A,B,C,C,B,B,C,D,E,,,,,,,,,,
2365,6,C,D,B,B,B,B,E,E,C,,D,C,B,E,C,B,B,A,C,A,D,A,C,D,C,B,A,D,C,A,D,B,C,E,B,C,D,A,C,D,B,A,C,B,D,A,C,B,D,C,C,D,B,A,B,A,B,D,A,A,E,B,C,A,E,C,A,B,C,B,B,A,D,B,A,B,D,B,A,B,,,,,,,,,,
2366,6,C,D,E,B,A,E,C,C,C,A,D,D,E,A,A,E,E,B,C,E,C,E,C,D,B,E,B,C,D,C,B,E,E,C,B,"B,E",C,E,C,E,A,B,E,"A,D",B,E,B,C,D,E,C,E,E,D,C,D,C,D,B,C,C,D,C,E,A,C,C,E,C,C,C,D,B,C,C,B,C,D,E,C,,,,,,,,,,
2367,6,C,A,D,A,C,E,A,C,C,A,E,B,A,D,A,E,D,D,B,D,A,B,C,E,B,B,C,D,B,D,C,B,E,C,D,E,A,D,D,B,A,C,E,C,B,D,A,C,E,B,D,E,C,A,C,E,A,D,C,E,B,A,B,A,C,B,D,E,C,A,B,E,B,A,C,E,A,E,D,D,,,,,,,,,,
2368,6,C,D,A,B,B,B,A,C,C,A,D,D,B,B,B,A,E,C,B,B,C,B,,C,B,C,C,"B,E",,B,,,,A,,D,B,E,B,B,B,A,D,C,A,B,C,A,B,D,"A,B",B,C,C,B,B,B,D,A,D,B,A,B,A,B,C,B,B,C,A,D,A,B,D,C,D,C,B,A,C,,,,,,,,,,
2370,6,C,D,C,B,B,D,B,A,B,A,D,C,C,C,A,A,A,B,D,A,C,C,A,A,B,C,B,B,D,D,D,B,C,D,B,B,C,B,D,A,B,B,B,A,D,A,C,A,B,C,C,B,A,C,B,B,D,C,A,A,C,B,C,D,B,C,A,D,C,B,E,D,B,D,C,A,C,D,A,D,,,,,,,,,,
2371,6,C,A,A,B,B,D,B,A,B,A,D,B,D,A,C,B,D,C,D,D,D,C,B,A,E,A,B,C,B,A,"B,D",D,B,B,A,E,A,D,B,E,B,A,C,C,D,B,A,A,B,B,A,E,A,D,B,D,C,D,B,E,A,B,B,C,A,A,B,D,B,C,"C,E",C,D,A,E,A,E,B,B,C,,,,,,,,,,
